Carpark Name,Carpark Address,Mon-Fri before 5/6pm,Mon-Fri after 5/6pm,Sat,Sun/Public Holiday
"NTU Car Park (C, D, E, F, G, I, J, P, Q, R, S, Hall 7)","50 Nanyang Avenue, S(639798)","\$0.015/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking
NTU Car Park (ADM),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking
NTU Car Park (SPMS),"50 Nanyang Avenue, S(639798)","\$0.15/min from 8am to 6pm, maximum charge of \$3.60/day",Free parking after 6pm,Free Parking,Free Parking
NTU Car Park (Canteen 2),"50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking
"NTU Car Park (H3, H4, H6, H8, H16, GH, NEC, SRC)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking
"NTU Car Park (Nanyang Heights, Nanyang Meadow, Nanyang View)","50 Nanyang Avenue, S(639798)",Free Parking,Free Parking,Free Parking,Free Parking
The Clementi Mall,3155 Commonwealth Avenue West S(129588),"\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm","\$1.60 for 1st hr, \$0.80 for next subsequent 30min from 9am to 11pm",Charges same as weekdays,Charges same as weekdays
Khoo Teck Puat Hospital,"90 Yishun Central, S(768828)",\$0.03/min from 8am to 5pm,\$0.03/min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
NCS Hub,"5 Ang Mo Kio Street 62, S (569141)","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00","\$1.00 for 1st hr, \$0.70 for subsequent hr up to a maximum charge of \$10.00",Charges same as weekdays,Charges same as weekdays
Golden Mile Tower,6001 Beach Road S(199589),\$1.80/hr from 8am to 5pm,\$2.25/entry from 5pm to 8am the following day,Charges same as weekdays,\$2.40/entry from 8am to 8am the following day
Craig Place,20 Craig Road S(089692),"\$3.00 for 1st hr, \$0.05/min for next subsequent hr from 7am to 6pm",\$3.50/entry from 6pm to 7am the following day,Charges same as weekdays,\$2.50/entry from 7am to 7am the following day
Seah Im Carpark,2 Seah Im Road S(099114),\$0.50/30min from 7am to 10.30pm,\$0.50/30min from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Dawson Place,57 Dawson Road S(142057),\$0.50/30min from 7am to 5pm,"\$0.50/30min from 5pm to 12midnight up to a maximum charge of \$1.00, \$0.50/30min from 12midnight to 7am up to a maximum charge of \$2.00",\$0.50/30min from 7am to 7am the following day,\$0.50/30min from 7am to 7am the following day
Crown Centre,557 Bukit Timah Road S(269694),"\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 8am to 5pm","\$2.00 for 1st hr, \$1.00 for next subsequent 30min from 5pm to 8am the following day",Charges same as weekdays,Charges same as weekdays
Hong Lim Complex,531 Upper Cross Street S(050531),\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7.00am the following day"
Thye Hong Centre,2 Leng Kee Road S(159086),"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 6pm",\$2.00/entry from 6pm to 11am the following day,"\$2.00/30min or part thereof from 7.30am to 11am, \$1.20/hr or part thereof from 11am to 1pm, \$2.00/entry after 1pm",\$2.00/entry from 7.30am to 7.30am the following day
6 Raffles Quay,6 Raffles Quay S(048580),\$2.50/30min from 7am to 8pm,\$3.00/entry after from 8pm to 11pm,"\$2.50/30min from 7am to 3pm, \$3.00/entry after from 3pm to 7pm",carpark close
One Raffles Quay,1 Raffles Quay S(048583),\$1.07/10min block or part thereof from 6am to 5pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 5pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
The Sail @ Marina Bay,2 Marina Boulevard S(018987),\$4/hr from 6am to 6pm,\$1.50/hr from 6pm to 5.59am the following day,"\$4/hr from 6am to 5.59pm, \$1.50/hr from 1pm onwards",\$1.50/hr
Marina Bay Financial Centre Tower 2,10 Marina Boulevard S(018983),\$6.42/hr 6am to 6pm,"\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
Keck Seng Tower,133 Cecil Street S(069535),\$2.50/30min from 8am to 6pm,\$2.50/entry from 6pm to 10pm,"\$2.50/30min from 8am to 2pm, \$2.50/entry from 2pm to 10pm",Closed
10 Winstedt,10 Winstedt Road S(227977),\$0.80/30min from 6am to 6pm or part thereof,\$2.00/entry from 6pm to 3am the following day,"\$1.00/30min from 6am to 3pm or part thereof, \$2.00/entry from 3pm to 3am the following day",\$2.00/entry from 6am to 3am the following day
Balmoral Plaza,271 Bukit Timah Road S(259708),\$2.00/hr from 8am to 5pm,"\$2.50/entry from 5pm to 12midnight, \$2.00/hr from 12midnight to 8am the following day",Charges same as weekdays,\$2.00/entry from 8am to 8am the following day
Maxwell House,38 Maxwell Road S(069116),\$1.40/30min or part thereof from 6.30am to 5pm,"\$3.00/entry from 5pm to 10pm, \$2.00/entry from 10pm to 6.30am the following day",Charges same as weekdays,"\$3.00/entry from 6.30am to 10pm, \$2.00/entry from 10pm to 6.30am the following day"
1001 Bukit Merah Lane 3,1001 Bukit Merah Lane 3 S(159718),\$0.50/30min from 7am to 10.30pm,\$0.50/30min or up to a maximum charge of \$4.00 from 10.30pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Woodlands Mart,Woodlands Avenue 6 S(730768),\$0.50/30min from 8am to 5pm,\$0.50/30min from 5pm to 8am the following day,Charges same as weekdays,Charges same as weekdays
Mount Sophia,Mount Sophia,"\$1.40/30min from 8am to 9.59am, \$1.40/hr from 10am to 9.59pm",\$3.00/entry from 10pm to 7.59am the following day,"\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day","\$1.40/hr from 8am to 9.59pm, \$3.00/entry from 10pm to 7.59am the following day"
Changi City Point,"5 Changi Business Park Central 1, S(486038)",\$0.70/30min from 7.01am to 6pm,\$2.50/entry from 6.01pm to 7am the following day,"\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day","\$2.50 for 1st 2hr, \$1.20 for next subsequent 30min from 7.01am to 5pm, \$2.50/entry from 5.01pm to 7am the following day"
Singapore Swimming Club,"45 Tanjong Rhu Road, S(436899)","\$1.50 for 1st hr, \$0.02 for next subsequent min from 6am to 6pm","\$2.03 for 1st hr, \$0,03 for next subsequent min from 6pm to 6am the following day",Charges same as weekdays,Charges same as weekdays
HarbourFront Tower 1,"1 HarbourFront Place, S(098633)",\$1.05/30min from 7am to 7pm,"\$3.10/entry from 7pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.05/30min from 7am to 1pm, \$1.20 for 1st hr, \$0.60 for subsequent 30min from 1pm to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am","\$1.20 for 1st hr, \$0.60 for subsequent 30min from 7am to 6pm, \$2.40/entry from 6pm to 1am the following day, \$3.10/hr from 1am to 7am"
The Fleming,"59 Science Park Drive, S(118239)","\$0.56 for 1st hr, \$1.07 for next subsequent hr from 7.30am to 7.30pm",Carpark Closed after 7.30pm daily,Carpark Closed,Carpark Closed
TUV SUD PSB,"1 Science Park Drive, S(118221)","\$0.56 for 1st hr, \$1.07 for every subsequent hr from 7.30am to 7.30pm","\$2.00/entry from 7pm to 3am the following day, \$20.00/entry from 3am to 6am",Charges same as weekdays,"\$2.00/entry from 6am to 3am the following day, \$20.00/entry from 3am to 6am"
991 Alexandra Road,"991B Alexandra Road, S(119970)",\$1.60/hr from 6am to 7pm,Free parking limited to 6 lots,Free parking limited to 6 lots,Free parking limited to 6 lots
DSO National Laboratories,"20 Science Park Drive, S(118230)",Free parking limited to 6 lots,"\$2.00/entry from 6pm to 7am the following day for cars, \$2.50/entry from 6pm to 7am the following day for commercial vehicles",Charges same as weekdays,\$2.50/entry from 7am to 7am the following day
Golden Agri Plaza,"108 Pasir Panjang Road, S(118535)","\$1.20/hr from 7am to 6pm for cars, \$2.00/hr from 7am to 6pm for commercial vehicles",\$2.00/entry from 10.01pm to 6.59am the following day,Charges same as weekdays,\$2.00/entry from 12midnight to 11.59pm
Inno Centre,"1003 Bukit Merah Central, S(159836)",\$0.60/30min from 7am to 10pm,"\$1.20/hr from 7pm to 7am the following day for cars, \$2.20/hr from 7pm to 7am the following day for commercial vehicles",Charges same as weekdays,Charges same as weekdays
Tan Boon Liat Building,"315 Outram Road, S(169074)","\$1.20/hr from 7am to 7pm for cars, \$2.20/hr from 7am to 7pm for commercial vehicles","\$2.00/entry from 7pm to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day","\$2.50/entry from 7am to 10.30pm, \$4.00/entry from 10.30pm to 7am the following day"
Prosper House,"101 Lorong 23 Geylang, S(388399)",\$1.20/hr from 7am to 7pm,\$0.75/30min from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
26 Tai Seng Street,"26 Tai Seng Street, S(534057)",\$0.75/30min from 7am to 7pm,"\$3.00/entry from 6.31pm to 11.59pm, Additional Overnight Charge at \$10.00 from 12midnight to 6.59am",Charges same as weekdays,\$5.00/enty from 7am to 12midnight
Sakae Building,"28 Tai Seng Street, S(534106)",\$3.00/hr from 7am to 6.30pm,\$2.00/hr from 7pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Charles & Keith Building,"21 Tai Seng Street, S(534166)",\$2.00/hr from 7am to 7pm,\$1.20/hr from 6.01pm to 6.59am the following day,Charges same as weekdays,\$1.20/hr from 7am to 6pm
Gordon Warehouse Building,"9 Kaki Bukit Road 2, S(417842)",\$1.20/hr from 7am to 6pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Marang Road,Marang Road,HDB / URA parking rates,"\$2.40/entry from 6pm to 9pm, \$0.04/min from 9pm to 7am the following day","\$0.04/min from 7am to 1pm, \$2.40/entry from 1pm to 9pm, \$0.04/min from 9m to 7am the following day","\$2.40/entry from 7am to 9pm, \$0.04/min from 9pm to 7am the following day"
Ren Ci Community Hospital,"71 Irrawaddy Road, S(329562)",\$0.04/min from 7am to 6pm,Free Parking,Free Parking,Free Parking
Hotel Re!,175A Chin Swee Road S(169879),Free Parking,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Woodlands Loop,Woodlands Loop,HDB / URA parking rates,Carpark closed,Carpark closed,Carpark closed
M-Park @ Club Street,Club Street,Carpark closed,"Free parking from 7pm to 12midnight, \$6.00/entry from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day","Free parking from 7am to 12midnight, overnight charge from 12midnight to 7am the following day"
Midview City,18 Sin Ming Lane S(573960),"1st hr free, \$1.00/hr from 7am to 7pm",Private Car Park,Private Car Park,Private Car Park
71 Robinson Road,"71 Robinson Road, (S)068895",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Tung Ann Association Building,"141 Cecil Street, S(069541)",Private Car Park,Carpark closed after 10pm daily,\$1.00/hr from 7am to 3pm,Carpark closed
Admirax ,"8 Admiralty Street, S(757438)",\$1.00/hr from 7am to 10pm,\$5.35/entry from 6pm to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day,\$5.35/entry from 7am to 6.59am the following day
Asia Square Tower 1,"8 Marina View, S(018960)",\$1.07/10min from 7am to 5.59pm,\$0.50/30min from 5pm to 7am the following day,Charges same as weekdays,\$0.50/30min from 7am to 7am the following day
Chinatown Complex,"335 Smith Street, S(050335)",\$1.00/30min from 7am to 5pm,"\$3.50/entry from 6pm to 12midnight, Carpark closed after 12midnight","\$2.50/30min from 7am to 1pm, \$3.50/entry from 1pm to 12midnight, Carpark closed after 12midnight",\$3.50/entry
Mapletree,"1 Kallang Sector, S(349276)",\$2.50/30min from 7am to 6pm,Private Car Park,Private Car Park,Private Car Park
AIA Tower,"1 Robinson Road, S(048542)",Private Car Park,\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,\$3.00/entry from 6am to 6am the following day
Oasia Hotel Singapore,"8 Sinaran Drive, S(307470)","\$2.50 for 1st hr, \$1.20 for subsequent 30min from 6am to 6pm",\$2.40/entry from 5pm to 11pm,"\$2.40/30min from 7am to 2pm, \$2.40/entry from 2pm to 11pm",\$2.40/entry from 7am to 7am the following day
Robinson 77,"77 Robinson Road, S(068896)",\$2.40/30min from 7am to 5pm,HDB / URA parking rates,HDB / URA parking rates,HDB / URA parking rates
Woodlands East Industrial Estate,"20 Woodlands Link, S(738733)",HDB / URA parking rates,Private Car Park,Private Car Park,Private Car Park
Singapore Islamic Hub,"273 Braddell Road, S(579702)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Singapore Land Tower,"50 Raffles Place, S(048623)",Private Car Park,Private Car Park,Private Car Park,Private Car Park
Realty Centre,"15 Enggor Street, S(079716)",Private Car Park,\$1.07/30min from 7pm to 7am the following day,\$1.07/30min from 7am to 7am the following day,\$1.07/30min from 7am to 7am the following day
OrangeTee Building,"430 Lorong 6 Toa Payoh, S(319402)",\$1.07/30min from 7am to 7pm,\$0.03/min from 6pm to 2am the following day,Charges same as weekdays,Charges same as weekdays
Gardens by the Bay,"18 Marina Gardens Drive, S(018953)",\$0.03/min from 5am to 6pm,\$3.00/entry from 10.31pm to 7am the following day,Charges same as weekdays,Charges same as weekdays
Marina Bay Cruise Centre Singapore (MBCCS),"61 Marina Coastal Drive, S(018947)","\$2.00/hr for 1st 2hr, \$3.00 for next subsequent hr from 7.01am to 10.30pm","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
Marina Bay Financial Centre Tower 1,"8 Marina Boulevard, S(018981)",\$1.07/10min block or part thereof from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.30/10min from 6pm to 6am the following day"
Marina Bay Link Mall,8A Marina Boulevard S(018984),\$1.18/10min from 6am to 6pm,"\$3.21 for 1st 4hr, \$0.30/10min block or part thereof from 6pm to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day","\$3.21 for 1st 4hr, \$0.27/10min block or part thereof from 6am to 6am the following day"
Marina Bay Financial Centre Tower 3,10 Marina Boulevard S(018983),\$1.08/10min block or part thereof from 6am to 6pm,"\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",Charges same as weekdays,"\$2.14 for 1st hr, \$1.07 for next subsequent 30min from 12midnight to 11.59pm"
The Star Vista,"1 Vista Exchange Green, S(138617)","\$1.30 for 1st hr, \$0.65 for next subsequent 30min from 12midnight to 11.59pm",\$2.50/entry from 5pm to 6.59am the following day,Charges same as weekdays,\$3.00/entry from 12am to 11.59pm
Mount Elizabeth Novena Hospital,38 Irrawaddy Road S(329563),"\$2.80 for 1st hr, \$1.50 for next subsequent 30min from 7am to 4.59pm","\$5.00/entry from 6.01pm to 12midnight, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 7.01am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day","\$5.00/entry from 701am to 12midnight the following day, Additional \$2.00/entry from 12.01am to 7am the following day"
Fullerton Bay Hotel,"80 Collyer Quay, S(049326)",\$2.80/30min from 7.01am to 6pm,"\$2.14 for 1st 2hr, \$0.81 for next subsequent 30min from 6pm to 5.59am the following day",Charges same as weekdays,Charges same as weekdays
Greenwich Village,1 Seletar Road S(807011),"\$1.34/hr, \$0.81 for subsequent 30min from 6am to 5.59pm","\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.70/30min from 5pm to 7am the following day, Parking charges capped at \$5.60 from 10.30pm to 7am the following day"
Angullia Park,"Angullia Park, S(239974)",\$1.30/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day"
Penang Road,Penang Road,\$1.20/30min from 7am to 5pm,"\$0.50/30min from 5pm to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day"
Neil Road,Neil Road,\$1.00/30min from 7am to 5pm,"\$0.70/30min from 5pm to 7am, Parking charges capped at \$5.60 from 10.30pm to 7am the following day",Charges same as weekdays,\$0.70/30min from 7am to 7am the following day
Grange Road / Somerset Road,Grange Road / Somerset Road,\$1.30/30min from 7am to 5pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Hindoo Road / Kampong Kapor Road,Hindoo Road / Kampong Kapor Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Hindoo Road,Hindoo Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Shrewsbury Road,Shrewsbury Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
Kampong Bugis Road,Kampong Bugis Road,\$0.50/30min from 7am to 7am the following day,"\$2.14/entry from 5pm to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day",Charges same as weekday,"\$2.14/entry from 8am to 10.59pm, \$1.07/hr from 11pm to 7.59am the following day"
10 Raeburn Park,"10 Raeburn Park, S(088702)",\$1.07/hr from 8am to 4.59pm,"\$2.50/entry from 6pm to 9.59pm, \$4.00/entry from 10pm to 6.59am the following day","\$0.80/30min from 7am to 2.59pm, \$4.00/entry from 3pm to 6.59am the following day",\$4.00/entry from 7am to 6.59am the following day
34 Boon Leat Terrace,"34 Boon Leat Terrace, S(119866)",\$0.80/30min from 7am to 5.59pm,\$2.14/entry from 7pm to 6.59am the following day,"\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 12.59pm, \$2.14/entry from 1pm to 6.59am the following day.","\$2.14/entry from 7am to 10.59pm, \$2.14/entry from 11pm to 6.59am the following day"
1557 Keppel Road,"1557 Keppel Road, S(089066)","\$2.20 for 1st hr, \$1.10 for next subsequent 30min from 7am to 7pm",\$2.14/30min from 12midnight to 6.59am the following day,Charges same as Weekdays,Charges same as Weekdays
Tan Chong Industrial Park,"798 Upper Bukit Timah Road, S(678138)",\$1.07/30min from 7am to 11.59pm,\$0.02/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day,\$0.018/min from 7am to 7am the following day
Burghley Lifestyle Hub,"45 Burghley Drive, (S)559022",\$0.02/min from 7am to 7am the following day,\$1.30/30min from 6am to 6am the following day,Charges same as Weekdays,Charges same as Weekdays
25 Lorong 8 Toa Payoh,"25 Lorong 8 Toa Payoh, S(319263)",\$1.30/30min from 6am to 6am the following day,\$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day,Charges same as Weekdays,"Free parking from 7am to 10.30pm, \$0.02/min up to a maximum charge of \$5.00 from 10.30pm to 7am the following day"
YS-One,"1 Yishun Street 23, (S)768441",\$0.02/min from 7am to 10.30pm,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
East Coast Park (Carpark E3),East Coast Park Service Road,\$0.50/30min from 7am to 7am the following day,"\$0.50/30min from 7am to 7am the following day, Parking charges capped at \$4.00 from 10.30pm to 7am the following day",Charges same as weekdays,Charges same as weekdays
East Coast Park (Carpark E2),"1220 East Coast Parkway, S(468960)",\$0.50/30min from 7am to 7am the following day,"\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",Charges same as weekdays,Charges same as weekdays
Yew Tee Point,"21 Choa Chu Kang North 6, S(689578)","\$1.18 for 1st hr, \$0.64 for next subsequent 30min from 7am to 7am the following day",\$0.50/30min from 5pm to 7am the following day,"\$0.50/30min from 7am to 11am, Free parking from 11am to 7pm, \$0.50/30min from 7pm to 7am the following day",Free parking from 7am to 7am the following day
Gillman Barracks,"7 Lock Road, S(108935)","Free parking for 1st hr, \$0.50/30min for 2nd hr, \$3.00/hr from the 3rd hr from 7am to 5pm",\$2.50/entry from 6pm to 6am the following day,Charges same as weekdays,Charges same as weekdays
Jem,"50 Jurong Gateway Road, S(608549)","\$1.30 for 1st hr, \$0.50 for next subsequent 15min from 6am to 6pm",\$2.50/entry from 7.01pm to 6.59pm the following day,Charges same as Weekdays,Free Parking from 7am to 6.59am the following day
IBM Singapore Technology Park ,"6 Tampines Industrial Avenue 5, S(528760)",\$0.025/min from 7am to 7pm,\$3.50/entry from 6pm to 6.59am the following day,Charges same as weekdays,Charges same as weekdays
Rochester Mall,"33 Rochester Drive, S(138639)","\$1.30/hr, \$0.65 for next subsequent 30min from 7am to 5.59pm","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 10pm to 7.59am the following day",Charges same as weekdays,Charges same as weekdays
OG Orchard Point,"160 Orchard Road, S(238842)","\$2.00 for 1st 1hr, \$1.50 for next subsequent 30min from 8am to 9.59pm",\$3.75/entry from 7pm to 6am the following day,Charges same as weekdays,"\$3.75 for the 1st 2hrs, \$1.61 for next subsequent hr from 6am to 6am the following day"
People's Park Complex,"1 Park Road, S(059108)","\$3.21 for the first hr, \$1.71 for next subsequent 30min from 6am to 7pm",\$1.20/30min from 7am to 10.59pm,Charges same as weekdays,Charges same as weekdays
OG People's Park,"100 Upper Cross Street, S(059108)",\$1.20/30min from 7am to 10.59pm,\$0.80/30min from 5pm to 8am the following day,Charges same as weekdays,\$0.80/30min from 8am to 8am the following day
Wilby Central,"Wilby Bukit Timah, 25 Wilby Road S(276300)",\$1.60/30min from 8am to 5pm,\$2.00/hr from 7am to 7am the following day,Charges same as weekdays,Charges same as weekdays
